-19902.71875522473,27456.758467469775,-9464.522325767428,42611.62623751714,17459.46138304691,34215.17604250301,-26722.90419249199,-25232.138593006795,17296.651147619472,-46955.12419370758
18949.638920304256,-12034.67883276763,-53766.41807102323,23467.237678550588,5624.320289231901,90477.04513465299,45303.35196444252,43024.95397720137,28075.326502893524,-24726.6584281446
-45912.640298310595,-89079.45288854561,-69213.97278085543,-29289.7530050562,-9739.139098082851,58222.540974384494,-9737.420095236424,65123.098084480705,18575.78055140877,14107.370429138982
-33196.0500464344,-9426.354724697616,-23617.705733163442,-19730.466912320597,-43606.693846039736,91462.90082736869,41036.095078406455,62908.58092810566,33738.10633231664,-10319.626610391857
-42136.46585294259,-18341.730661889844,-59628.703810546445,40221.38297245551,5712.045448659361,47751.8458387654,16934.177033544347,-2278.3523805477807,-10255.129570300895,46890.39799313022
20225.712956372026,-37245.520828331384,-96087.8457443063,-33064.6117997068,-6998.966556545299,78194.34674035134,8565.065489331837,-7727.200492432891,12714.98946848013,4943.705170614915
16474.008245311183,14334.90678112032,-23376.617373614317,-6399.267979422948,45057.62264643788,82881.86814923253,65644.073635932,8006.423055686264,16320.234520304897,-3969.3142908240716
26859.080981107207,29006.442673008823,-30006.79322741401,-48859.987609689204,11190.476785929299,26828.587887302005,23695.23265337153,28086.5674987236,10549.793035845552,-28762.273371765965
-33338.75621084442,-18215.212212702078,-16502.407837827715,-10851.240998393843,40021.24386512983,61800.29865269919,2411.672754868626,-1950.472249157187,-16258.394281961251,10751.618593380013
-6383.120181439734,-69334.13624249324,-85249.65924367978,139.09506694737644,22492.72837745696,29068.46432364055,90544.0867663694,-31649.569664944636,73123.30426871985,-60639.06885812492
-14244.261179846158,64548.28827669356,-55219.1599171161,-80076.911138505,-9020.575653937834,102167.67684039038,-20346.142464458695,-65209.839845992385,25.610350028818857,5709.18486133688
77095.63394076229,-46948.90808732899,8803.19389562622,-56275.30466342338,-22884.905377877883,-34393.45611499158,-33485.78281938913,1340.873910159166,-54862.18138619257,-31531.558776181868
-14704.434882006673,9370.48826909468,-39089.736486267546,5008.11286491025,9193.038954688795,107420.96884599533,-30349.739908062642,-24337.242682762415,76859.88395480523,7989.164840493728
3376.8733668437485,-23631.724552358657,34313.160468514674,-5616.569557350973,11113.571002077222,56189.08302329199,-15437.083083271384,-61800.48701477453,56123.99828007388,18677.674002590127
-44436.99651965527,-93785.41251870614,-43673.38124157881,-21546.874663872863,-10500.797125621693,78017.75064774124,35033.63302694309,47925.69334462461,36535.913768105755,33778.79660933168
-15206.53288468617,-17682.774618046515,-19126.58866323473,1728.9137386054463,-36823.681309710846,24121.627050942676,15368.36086681308,33342.07467995892,17948.915203469824,36317.06722098803
-12159.268982165693,-31061.61113570985,-9854.727862869013,-16830.204464685503,-20590.0445618061,-30114.952631542903,19411.51080229598,-27271.138676477025,32085.20197736471,19335.894217758483
-45776.44656503675,-12330.641356766197,36403.01329960609,-35806.99406605919,-20568.59676263348,12438.496959442013,-9028.800928682187,-16322.524262569661,68772.88846487821,11139.891998576757
-45639.703319612716,31164.46497228154,-42703.03589731874,11493.37749627758,-40788.16115894818,75309.80537695462,25000.465517688484,31189.96799965502,42192.1492516683,-2733.385984235221
-17151.23630065098,24469.11638717812,-7464.184047071126,19799.05394131192,41977.995468124514,112432.0608261489,35099.036636976634,-3008.968883805668,11484.118789173914,36516.9450968337
14286.04226069171,4362.22768971671,813.4291461129899,-40736.30732128699,4643.142920719195,-11043.198276173904,11441.050471353381,72900.24457159165,49308.46106631499,-16755.06808354236
19409.224376168684,-52956.76084376905,2317.886277488413,25049.177919015943,-18002.7087181453,120413.18989490844,38540.030394929636,13557.3512644346,7182.9154464260855,27979.878378975343
23514.887101349574,10908.197989836475,-42901.66360122369,-56762.52690941171,-45433.118817278955,134639.4889837193,-68341.019720358,-24055.765252657955,41462.00992235775,-28900.842988131648
-6830.143601958214,72545.30325342237,-26932.264296559715,21923.224528392297,72783.96870653816,4813.288968776027,40298.29837503417,48661.609046429825,-28858.135268698195,23472.47568646848
-96257.94305167874,-8310.293543336022,-24750.950533550644,8246.62179151834,14929.502924301694,82433.60185890524,91014.76989769754,37357.53537072505,27162.35573243648,-35662.758097267746
11696.639182531984,-72349.01005453015,-14818.026043065709,11183.637290784449,18533.043648714818,35328.217291042485,32069.340055925702,4882.357956283149,31564.949527735727,13974.653067426087
-17342.147673292024,-91034.9504746075,-23436.46854555418,-62960.26511351932,-4351.115324394855,138365.67597866536,4515.664735803875,78244.91844118472,62303.903552174306,42414.908187544155
-19455.439555761553,-96121.82679554007,-10150.99099264719,-33604.24760062597,9756.321573966248,60649.28027376935,2081.4848651530247,-65655.93611777412,-4018.8877277010624,-39727.67083907816
27490.683696309577,-61975.25974037102,-91556.69433220576,-29139.93198391265,-12163.847157806062,59094.36604284498,46125.20026742076,23854.058124309086,-59863.943817801184,440.47977698590444
-12909.675822084326,7832.4797525245485,-41054.41374786769,-47396.270571957066,100375.05890264825,6227.720519439612,29222.107690111243,-13658.267482955931,-8156.415025064859,-5134.324683170757
-57605.76318265216,-38776.78947739865,-14341.85401740248,-14027.529373658857,14519.42701786316,65543.5651848777,-12083.296585056847,69021.12027579722,-10363.063919660717,2992.7449411749913
-12880.408031269651,-4371.108817702901,10480.960157057994,25679.814820990145,13544.395104356941,12748.369161326313,-25396.25515106352,-15330.566502781585,25990.17036558157,-16969.92409925806
-70505.20936926173,-101086.77694361193,-36394.22774006318,-67215.82362448702,39355.999228610184,50227.293437122375,21460.341024240108,-60684.97817039264,33706.049059738754,26399.875807866105
-71332.26822491441,-19365.868825867907,-63692.04679838433,46023.643640509006,19169.124431164895,37916.04329102744,-16235.729897032521,-52945.13272726947,-30891.80721488337,-976.5384218485448
-76040.29882557837,-17507.461287901962,-27356.792088522838,26649.93410002574,49286.46115920367,16094.246756404254,41708.98071958788,-13946.035195474691,64133.31177548432,57967.70860199893
9187.772432341677,-89146.34518899502,3985.8820716195255,218.2631582259102,-8068.783655037462,50974.09166413692,42861.814428041405,-7662.341732799746,-3804.7009322063836,-74950.55449251851
